[2010-10-12 21:41] Running 'pacman -Sy'
[2010-10-12 21:41] synchronizing package lists
[2010-10-12 21:41] Running 'pacman -S dosfstools'
[2010-10-12 21:41] installed dosfstools (3.0.10-1)
[2010-10-19 23:15] Running 'pacman -Syyyyyu'
[2010-10-19 23:15] synchronizing package lists
[2010-10-19 23:15] starting full system upgrade
[2010-11-20 20:23] upgraded vte (0.26.1-1 -> 0.26.2-1)
[2010-11-20 20:23] upgraded wine (1.3.6-1 -> 1.3.7-1)
[2010-11-20 20:23] upgraded wxgtk (2.8.11-1 -> 2.8.11-2)
[2010-11-20 20:23] upgraded xorg-xgamma (1.0.3-1 -> 1.0.4-1)
[2010-11-20 20:23] upgraded xorg-xinit (1.2.1-1 -> 1.3.0-1)
[2010-11-20 20:23] upgraded xorg-xinput (1.5.2-1 -> 1.5.3-1)
[2010-11-20 20:23] upgraded xorg-xkill (1.0.2-1 -> 1.0.3-1)
[2010-11-20 20:23] upgraded xorg-xrandr (1.3.3-1 -> 1.3.4-1)
[2010-11-20 20:23] upgraded xorg-xrdb (1.0.6-1 -> 1.0.7-1)
[2010-11-20 20:23] upgraded xorg-xrefresh (1.0.3-1 -> 1.0.4-1)
[2010-11-20 20:23] upgraded xorg-xset (1.2.0-1 -> 1.2.1-1)
[2010-11-20 20:23] upgraded xorg-xsetroot (1.0.3-1 -> 1.1.0-1)
[2010-11-20 20:23] upgraded xorg-xwd (1.0.3-1 -> 1.0.4-1)
[2010-11-20 20:23] upgraded xorg-xwud (1.0.2-1 -> 1.0.3-1)
[2010-11-20 20:23] upgraded xproto (7.0.18-1 -> 7.0.19-1)
[2010-11-20 20:23] upgraded yajl (1.0.11-1 -> 1.0.11-2)
[2010-11-26 23:39] Running 'pacman -S gtk-doc'
[2010-11-26 23:40] installed gnome-doc-utils (0.20.2-2)
[2010-11-26 23:40] installed gtk-doc (1.15-2)
[2010-11-26 23:48] Running 'pacman -U /tmp/yaourt-tmp-mshade/PKGDEST.jlH/statifier-1.7.1-1-x86_64.pkg.tar.gz'
[2010-11-26 23:48] installed statifier (1.7.1-1)
[2010-11-26 23:48] Running 'pacman -S extra/librsvg'
[2010-11-26 23:48] upgraded librsvg (2.32.1-1 -> 2.32.1-1)
[2010-11-30 21:31] Running 'pacman -S winetricks'
[2010-11-30 21:31] installed xorg-xmessage (1.0.3-1)
[2010-11-30 21:31] installed winetricks (20101106-1)
[2010-12-08 21:49] Running 'pacman -S mumble'
[2010-12-08 21:49] Running 'pacman -S'
[2010-12-08 21:49] Running 'pacman -Sy'
[2010-12-08 21:49] synchronizing package lists
[2010-12-08 21:49] Running 'pacman -S mumble'
[2010-12-08 21:50] installed celt-0.7 (0.7.1-2)
[2010-12-08 21:50] installed lsb-release (1.4-10)
[2010-12-08 21:50] installed protobuf (2.3.0-1)
[2010-12-08 21:50] installed libasyncns (0.8-3)
[2010-12-08 21:50] installed libpulse (0.9.22-1)
[2010-12-08 21:50] installed mumble (1.2.2-12)
[2010-12-21 23:22] Running 'pacman -Syu'
[2010-12-21 23:22] synchronizing package lists
[2010-12-21 23:22] starting full system upgrade
[2010-12-21 23:33] removed libusb1 (1.0.8-1)
[2010-12-21 23:33] removed pycairo (1.8.10-2)
[2010-12-21 23:33] upgraded readline (6.1.002-1 -> 6.1.002-2)
[2010-12-21 23:33] upgraded bash (4.1.009-1 -> 4.1.009-3)
[2010-12-21 23:33] warning: directory permissions differ on var/abs/
filesystem: 775 package: 755
[2010-12-21 23:33] warning: directory permissions differ on var/abs/local/
filesystem: 775 package: 755
[2010-12-21 23:33] upgraded abs (2.3.4.1-1 -> 2.4.2-1)
[2010-12-21 23:33] upgraded gcc-libs (4.5.1-1 -> 4.5.1-2)
[2010-12-21 23:33] upgraded zlib (1.2.5-2 -> 1.2.5-3)
[2010-12-21 23:33] upgraded boost-libs (1.43.0-2 -> 1.45.0-1)
[2010-12-21 23:33] upgraded sqlite3 (3.7.3-1 -> 3.7.4-1)
[2010-12-21 23:33] upgraded run-parts (3.2.3-1 -> 3.4.1-1)
[2010-12-21 23:33] upgraded openssl (1.0.0.b-2 -> 1.0.0.c-1)
[2010-12-21 23:33] upgraded findutils (4.4.2-2 -> 4.4.2-3)
[2010-12-21 23:33] upgraded sed (4.2.1-2 -> 4.2.1-3)
[2010-12-21 23:33] Clearing symlinks in /etc/ssl/certs...done.
[2010-12-21 23:33] Updating certificates in /etc/ssl/certs... 141 added, 0 removed; done.
[2010-12-21 23:33] Running hooks in /etc/ca-certificates/update.d....
[2010-12-21 23:33] updating keystore /etc/ssl/certs/java/cacerts...
[2010-12-21 23:33] already exists: /etc/ssl/certs/brasil.gov.br.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/cacert.org.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/ca.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/cert_igca_dsa.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/cert_igca_rsa.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/ABAecom_=sub.__Am._Bankers_Assn.=_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/AOL_Time_Warner_Root_Certification_Authority_1.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/AOL_Time_Warner_Root_Certification_Authority_2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/AddTrust_External_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/AddTrust_Low-Value_Services_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/AddTrust_Public_Services_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/AddTrust_Qualified_Certificates_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/America_Online_Root_Certification_Authority_1.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/America_Online_Root_Certification_Authority_2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Baltimore_CyberTrust_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/COMODO_Certification_Authority.pem
[2010-12-21 23:33] ignored import, signature not available: /etc/ssl/certs/COMODO_ECC_Certification_Authority.pem
[2010-12-21 23:33] keytool error: java.security.NoSuchAlgorithmException: SHA384withECDSA Signature not available
[2010-12-21 23:33] already exists: /etc/ssl/certs/Camerfirma_Chambers_of_Commerce_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Camerfirma_Global_Chambersign_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Certplus_Class_2_Primary_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Certum_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Comodo_AAA_Services_root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Comodo_Secure_Services_root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Comodo_Trusted_Services_root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/DST_ACES_CA_X6.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/DST_Root_CA_X3.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/DigiCert_Assured_ID_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/DigiCert_Global_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/DigiCert_High_Assurance_EV_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/DigiNotar_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Digital_Signature_Trust_Co._Global_CA_1.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Digital_Signature_Trust_Co._Global_CA_2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Digital_Signature_Trust_Co._Global_CA_3.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Digital_Signature_Trust_Co._Global_CA_4.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Entrust.net_Global_Secure_Personal_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Entrust.net_Global_Secure_Server_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Entrust.net_Premium_2048_Secure_Server_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Entrust.net_Secure_Personal_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Entrust.net_Secure_Server_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Entrust_Root_Certification_Authority.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Equifax_Secure_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Equifax_Secure_Global_eBusiness_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Equifax_Secure_eBusiness_CA_1.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Equifax_Secure_eBusiness_CA_2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Firmaprofesional_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/GTE_CyberTrust_Global_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/GTE_CyberTrust_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/GeoTrust_Global_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/GeoTrust_Global_CA_2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/GeoTrust_Primary_Certification_Authority.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/GeoTrust_Universal_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/GeoTrust_Universal_CA_2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/GlobalSign_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/GlobalSign_Root_CA_-_R2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Go_Daddy_Class_2_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/IPS_CLASE1_root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/IPS_CLASE3_root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/IPS_CLASEA1_root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/IPS_CLASEA3_root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/IPS_Chained_CAs_root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/IPS_Servidores_root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/IPS_Timestamping_root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/NetLock_Business_=Class_B=_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/NetLock_Express_=Class_C=_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/NetLock_Notary_=Class_A=_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/NetLock_Qualified_=Class_QA=_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Network_Solutions_Certificate_Authority.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/QuoVadis_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/QuoVadis_Root_CA_2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/QuoVadis_Root_CA_3.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/RSA_Root_Certificate_1.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/RSA_Security_1024_v3.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/RSA_Security_2048_v3.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/SecureTrust_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Secure_Global_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Security_Communication_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Sonera_Class_1_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Sonera_Class_2_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Staat_der_Nederlanden_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Starfield_Class_2_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/StartCom_Certification_Authority.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/StartCom_Ltd..pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/SwissSign_Gold_CA_-_G2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/SwissSign_Platinum_CA_-_G2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/SwissSign_Silver_CA_-_G2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Swisscom_Root_CA_1.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/TC_TrustCenter__Germany__Class_2_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/TC_TrustCenter__Germany__Class_3_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/TDC_Internet_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/TDC_OCES_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/TURKTRUST_Certificate_Services_Provider_Root_1.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/TURKTRUST_Certificate_Services_Provider_Root_2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Taiwan_GRCA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Thawte_Personal_Basic_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Thawte_Personal_Freemail_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Thawte_Personal_Premium_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Thawte_Premium_Server_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Thawte_Server_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Thawte_Time_Stamping_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/UTN-USER_First-Network_Applications.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/UTN_DATACorp_SGC_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/UTN_USERFirst_Email_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/UTN_USERFirst_Hardware_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/ValiCert_Class_1_VA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/ValiCert_Class_2_VA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/VeriSign_Class_3_Public_Primary_Certification_Authority_-_G5.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_1_Public_Primary_Certification_Authority.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_1_Public_Primary_Certification_Authority_-_G2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_1_Public_Primary_Certification_Authority_-_G3.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_2_Public_Primary_Certification_Authority.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_2_Public_Primary_Certification_Authority_-_G2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_2_Public_Primary_Certification_Authority_-_G3.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_3_Public_Primary_Certification_Authority.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_3_Public_Primary_Certification_Authority_-_G2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_3_Public_Primary_Certification_Authority_-_G3.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_4_Public_Primary_Certification_Authority_-_G2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Class_4_Public_Primary_Certification_Authority_-_G3.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_RSA_Secure_Server_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Verisign_Time_Stamping_Authority_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Visa_International_Global_Root_2.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Visa_eCommerce_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/WellsSecure_Public_Root_Certificate_Authority.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/Wells_Fargo_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/XRamp_Global_CA_Root.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/beTRUSTed_Root_CA-Baltimore_Implementation.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/beTRUSTed_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/beTRUSTed_Root_CA_-_Entrust_Implementation.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/beTRUSTed_Root_CA_-_RSA_Implementation.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/thawte_Primary_Root_CA.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/signet_ca1_pem.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/signet_ca2_pem.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/signet_ca3_pem.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/signet_ocspklasa2_pem.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/signet_ocspklasa3_pem.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/signet_pca2_pem.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/signet_pca3_pem.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/signet_rootca_pem.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/signet_tsa1_pem.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/spi-ca-2003.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/spi-cacert-2008.pem
[2010-12-21 23:33] already exists: /etc/ssl/certs/deutsche-telekom-root-ca-2.pem
[2010-12-21 23:33] done.
[2010-12-21 23:33] done.
[2010-12-21 23:33] upgraded ca-certificates (20090814-3 -> 20090814+nmu2-1)
[2010-12-21 23:33] upgraded libusb (0.1.12-4 -> 1.0.8-1)
[2010-12-21 23:33] installed libusb-compat (0.1.3-1)
[2010-12-21 23:33] upgraded udev (163-1 -> 164-3)
[2010-12-21 23:33] upgraded libdrm (2.4.21-2 -> 2.4.22-3)
[2010-12-21 23:33] upgraded xorg-server-common (1.9.2-1 -> 1.9.2-2)
[2010-12-21 23:33] upgraded xorg-server (1.9.2-1 -> 1.9.2-2)
[2010-12-21 23:33] upgraded nvidia-utils (260.19.21-1 -> 260.19.29-1)
[2010-12-21 23:34] upgraded qt (4.7.1-1 -> 4.7.1-2)
[2010-12-21 23:34] upgraded libxml2 (2.7.7-2 -> 2.7.8-1)
[2010-12-21 23:34] upgraded raptor (1.4.21-1 -> 1.4.21-2)
[2010-12-21 23:34] upgraded mpfr (3.0.0.p4-1 -> 3.0.0.p8-1)
[2010-12-21 23:34] upgraded rasqal (0.9.20-1 -> 0.9.21-1)
[2010-12-21 23:34] upgraded redland (1.0.12-2 -> 1.0.12-3)
[2010-12-21 23:34] upgraded soprano (2.5.2-1 -> 2.5.3-1)
[2010-12-21 23:34] upgraded akonadi (1.4.1-1 -> 1.4.1-2)
[2010-12-21 23:34] upgraded alsa-plugins (1.0.23-1 -> 1.0.23-2)
[2010-12-21 23:34] upgraded expat (2.0.1-5 -> 2.0.1-6)
[2010-12-21 23:34] upgraded python2 (2.7-3 -> 2.7.1-3)
[2010-12-21 23:34] upgraded docbook-xsl (1.76.0-3 -> 1.76.1-1)
[2010-12-21 23:34] upgraded asciidoc (8.6.2-4 -> 8.6.3-1)
[2010-12-21 23:34] upgraded attr (2.4.44-1 -> 2.4.44-2)
[2010-12-21 23:34] upgraded audacious-plugins (2.4.0-3 -> 2.4.2-1)
[2010-12-21 23:34] upgraded audacious (2.4.0-2 -> 2.4.2-1)
[2010-12-21 23:34] upgraded automake (1.11.1-1 -> 1.11.1-2)
[2010-12-21 23:34] upgraded bluez (4.79-2 -> 4.82-1)
[2010-12-21 23:34] upgraded boost (1.43.0-2 -> 1.45.0-1)
[2010-12-21 23:34] upgraded ca-certificates-java (20090629-2 -> 20100412-2)
[2010-12-21 23:34] upgraded cairomm (1.8.4-1 -> 1.8.6-1)
[2010-12-21 23:34] upgraded ccrtp (1.7.0-4 -> 1.7.1-1)
[2010-12-21 23:34] upgraded libogg (1.2.0-1 -> 1.2.2-1)
[2010-12-21 23:34] upgraded libvorbis (1.3.1-1 -> 1.3.2-1)
[2010-12-21 23:34] upgraded libao (1.0.0-2 -> 1.0.0-5)
[2010-12-21 23:34] upgraded cdrdao (1.2.3-4 -> 1.2.3-5)
[2010-12-21 23:34] upgraded file (5.04-2 -> 5.04-3)
[2010-12-21 23:34] upgraded cdrkit (1.1.10-1 -> 1.1.11-1)
[2010-12-21 23:34] upgraded chromium (7.0.517.44-1 -> 8.0.552.224-1)
[2010-12-21 23:34] upgraded wireless_tools (29-3 -> 29-4)
[2010-12-21 23:34] upgraded conky (1.8.1-1 -> 1.8.1-2)
[2010-12-21 23:34] upgraded gzip (1.4-1 -> 1.4-2)
[2010-12-21 23:34] upgraded texinfo (4.13a-4 -> 4.13a-5)
[2010-12-21 23:34] upgraded libtasn1 (2.6-1 -> 2.8-1)
[2010-12-21 23:34] upgraded gnutls (2.8.6-1 -> 2.10.4-1)
[2010-12-21 23:34] upgraded heimdal (1.3.3-3 -> 1.3.3-4)
[2010-12-21 23:34] upgraded libcups (1.4.5-1 -> 1.4.5-2)
[2010-12-21 23:34] upgraded poppler-data (0.4.3-1 -> 0.4.4-1)
[2010-12-21 23:34] upgraded poppler (0.14.4-1 -> 0.14.5-1)
[2010-12-21 23:34] upgraded cups (1.4.5-1 -> 1.4.5-2)
[2010-12-21 23:34] upgraded libtorrent-rasterbar (0.15.4-2 -> 0.15.4-3)
[2010-12-21 23:34] upgraded twisted (10.1.0-1 -> 10.2.0-1)
[2010-12-21 23:34] installed python2-chardet (2.0.1-3)
[2010-12-21 23:34] >>> Deluge's daemon is running default with the "deluge" user. The default download directory is /srv/deluge/.
[2010-12-21 23:34] You can change the user by editing /etc/conf.d/deluged
[2010-12-21 23:34] upgraded deluge (1.3.1-1 -> 1.3.1-2)
[2010-12-21 23:34] upgraded device-mapper (2.02.75-1 -> 2.02.78-1)
[2010-12-21 23:34] upgraded dhcpcd (5.2.8-1 -> 5.2.9-1)
[2010-12-21 23:34] upgraded diffutils (3.0-1 -> 3.0-2)
[2010-12-21 23:34] warning: /etc/hosts installed as /etc/hosts.pacnew
[2010-12-21 23:34] warning: /etc/gshadow installed as /etc/gshadow.pacnew
[2010-12-21 23:34] upgraded filesystem (2010.10-1 -> 2010.12-1)
[2010-12-21 23:34] upgraded usbutils (0.90-1 -> 0.91-4)
[2010-12-21 23:34] upgraded procps (3.2.8-1 -> 3.2.8-3)
[2010-12-21 23:34] upgraded pm-utils (1.4.0-1 -> 1.4.1-1)
[2010-12-21 23:34] upgraded hal (0.5.14-4 -> 0.5.14-5)
[2010-12-21 23:34] upgraded qca (2.0.2-2 -> 2.0.3-1)
[2010-12-21 23:34] upgraded gstreamer0.10 (0.10.30-1 -> 0.10.31-1)
[2010-12-21 23:34] upgraded gstreamer0.10-base (0.10.30-1 -> 0.10.31-1)
[2010-12-21 23:34] upgraded gstreamer0.10-base-plugins (0.10.30-1 -> 0.10.31-1)
[2010-12-21 23:34] upgraded phonon-gstreamer (4.4.2-2 -> 4.4.3-1)
[2010-12-21 23:34] upgraded libpulse (0.9.22-1 -> 0.9.22-2)
[2010-12-21 23:34] upgraded phonon (4.4.2-2 -> 4.4.3-1)
[2010-12-21 23:34] upgraded libdbusmenu-qt (0.6.4-1 -> 0.6.6-1)
[2010-12-21 23:34] upgraded kdelibs (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:34] upgraded oxygen-icons (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:34] upgraded xorg-xauth (1.0.4-1 -> 1.0.5-1)
[2010-12-21 23:34] upgraded kdebase-runtime (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:34] upgraded libgphoto2 (2.4.10.1-1 -> 2.4.10.1-2)
[2010-12-21 23:34] upgraded sane (1.0.21-3 -> 1.0.21-4)
[2010-12-21 23:34] upgraded kdegraphics-libs (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:34] upgraded kdepimlibs (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:34] upgraded gpsd (2.95-6 -> 2.95-8)
[2010-12-21 23:35] upgraded kdeedu-marble (4.5.3-2 -> 4.5.4-1)
[2010-12-21 23:35] upgraded digikam (1.5.0-1 -> 1.6.0-2)
[2010-12-21 23:35] upgraded fakeroot (1.14.4-2 -> 1.14.5-1)
[2010-12-21 23:35] upgraded feh (1.10-1 -> 1.10.1-1)
[2010-12-21 23:35] upgraded xulrunner (1.9.2.12-1 -> 1.9.2.13-2)
[2010-12-21 23:35] upgraded firefox (3.6.12-1 -> 3.6.13-1)
[2010-12-21 23:35] upgraded flam3 (2.7.18-5 -> 3.0-1)
[2010-12-21 23:35] upgraded fluidsynth (1.1.3-1 -> 1.1.3-2)
[2010-12-21 23:35] upgraded foomatic-db (4.0.5_20101024-1 -> 4.0.6_20101215-1)
[2010-12-21 23:35] upgraded foomatic-filters (4.0.5_20101024-1 -> 4.0.6_20101215-1)
[2010-12-21 23:35] upgraded foomatic-db-engine (4.0.5_20101024-1 -> 4.0.6_20101215-1)
[2010-12-21 23:35] upgraded freetype2 (2.4.3-1 -> 2.4.4-1)
[2010-12-21 23:35] upgraded gawk (3.1.8-1 -> 3.1.8-2)
[2010-12-21 23:35] upgraded gcc (4.5.1-1 -> 4.5.1-2)
[2010-12-21 23:35] upgraded geany (0.19.1-2 -> 0.19.2-1)
[2010-12-21 23:35] upgraded ghostscript (9.00-1 -> 9.00-2)
[2010-12-21 23:35] upgraded git (1.7.3.2-1 -> 1.7.3.4-1)
[2010-12-21 23:35] upgraded gmime (2.4.19-1 -> 2.4.21-1)
[2010-12-21 23:35] upgraded gnupg (1.4.11-1 -> 1.4.11-2)
[2010-12-21 23:35] upgraded gnupg2 (2.0.16-2 -> 2.0.16-3)
[2010-12-21 23:35] upgraded gpm (1.20.6-5 -> 1.20.6-6)
[2010-12-21 23:35] upgraded gstreamer0.10-bad (0.10.19-1 -> 0.10.20-1)
[2010-12-21 23:35] upgraded libdc1394 (2.1.2-1 -> 2.1.2-2)
[2010-12-21 23:35] upgraded libvpx (0.9.5-1 -> 0.9.5-2)
[2010-12-21 23:35] installed gsm (1.0.13-6)
[2010-12-21 23:35] installed rtmpdump (2.3-3)
[2010-12-21 23:35] installed libgme (0.5.5-3)
[2010-12-21 23:35] upgraded gstreamer0.10-bad-plugins (0.10.19-1 -> 0.10.20-1)
[2010-12-21 23:35] upgraded gstreamer0.10-ffmpeg (0.10.10-1 -> 0.10.11-1)
[2010-12-21 23:35] upgraded gstreamer0.10-good (0.10.25-1 -> 0.10.26-1)
[2010-12-21 23:35] upgraded libsoup (2.32.1-1 -> 2.32.2-1)
[2010-12-21 23:35] upgraded libsoup-gnome (2.32.1-1 -> 2.32.2-1)
[2010-12-21 23:35] upgraded gstreamer0.10-good-plugins (0.10.25-1 -> 0.10.26-1)
[2010-12-21 23:35] installed atkmm (2.22.1-1)
[2010-12-21 23:35] upgraded gtkmm (2.20.3-1 -> 2.22.0-1)
[2010-12-21 23:35] upgraded hdparm (9.32-1 -> 9.35-1)
[2010-12-21 23:35] upgraded xproto (7.0.19-1 -> 7.0.20-1)
[2010-12-21 23:35] upgraded libx11 (1.3.5-2 -> 1.4.0-1)
[2010-12-21 23:35] upgraded sdl (1.2.14-5 -> 1.2.14-6)
